,Dátum,Citadella_Származtatott,Erste_Stock_Hungary_Indexkövető_Részvény_A,Generali_Arany_Oroszlán_ESG,HOLD_Columbus,HOLD_Nemzetközi,HOLD_VM_Abszolút_Származtatott_Befektetési,MBH_Fejlett_Piaci_Részvény,OTP_Klímaváltozás_13030,OTP_Supra,VIG_Opportunity_Fejlett_Piaci_Részvény,SP500
793,2021-06-28,2.532819,2.7539,1.359754,2.468624,4.057504,2.158522,2.210231,2.168272,3.281369,2.409791,120216.99377071485
794,2021-06-25,2.534268,2.7565,1.353919,2.484879,4.067125,2.158761,2.230214,2.154881,3.298147,2.405555,120161.24583591521
795,2021-06-24,2.536539,2.7336,1.340749,2.481696,4.041321,2.158541,2.191499,2.153778,3.298838,2.383727,119302.37579359114
796,2021-06-23,2.538708,2.7406,1.369902,2.47938,4.013628,2.158473,2.176171,2.138612,3.289562,2.398291,118550.19925405458
797,2021-06-22,2.538683,2.7263,1.370325,2.483195,4.078742,2.160129,2.171095,2.116256,3.284004,2.363792,119998.7925682012
798,2021-06-21,2.540233,2.7628,1.364538,2.493008,4.078076,2.160488,2.154682,2.150874,3.293221,2.369483,120528.39618589263
799,2021-06-18,2.538833,2.7502,1.381391,2.4903,4.033361,2.168547,2.126535,2.132641,3.311419,2.368645,118432.25430622324
800,2021-06-17,2.544425,2.7925,1.370155,2.497871,4.062735,2.181712,2.119044,2.102586,3.341351,2.330843,118037.78410221264
801,2021-06-16,2.542451,2.777,1.368933,2.509741,3.995798,2.179279,2.133547,2.119054,3.339974,2.325641,116518.71065802965
802,2021-06-15,2.551615,2.7716,1.36166,2.520854,4.017345,2.177942,2.119635,2.117578,3.349605,2.321957,116776.62569237966
803,2021-06-14,2.553325,2.7438,1.345837,2.529282,4.017204,2.176374,2.112991,2.119567,3.347025,2.326424,116522.79627891257
804,2021-06-11,2.555235,2.7199,1.338102,2.51952,3.952323,2.17318,2.109019,2.116291,3.347895,2.317538,114737.00411703438
805,2021-06-10,2.556633,2.7348,1.34055,2.5191,3.946998,2.167963,2.098962,2.086964,3.336267,2.333892,114775.9721156247
806,2021-06-09,2.555913,2.7223,1.341996,2.511594,3.939038,2.168513,2.090671,2.085479,3.323401,2.305289,115107.43495692313
807,2021-06-08,2.549347,2.7266,1.337185,2.507149,3.953001,2.168587,2.092585,2.106272,3.328241,2.312299,114456.28924148157
808,2021-06-07,2.544779,2.6744,1.341367,2.505878,3.939024,2.168243,2.105891,2.127382,3.313692,2.306098,114391.21183781326
809,2021-06-04,2.548384,2.6364,1.335737,2.513059,3.968714,2.167523,2.102932,2.109887,3.306258,2.31264,115340.56136482954
810,2021-06-03,2.550821,2.6323,1.33764,2.506628,3.908611,2.1662,2.112425,2.124233,3.32251,2.316568,113290.86948384531
811,2021-06-02,2.548255,2.6128,1.336155,2.508992,3.923354,2.166025,2.097934,2.104419,3.33689,2.321233,113464.35331870615
812,2021-06-01,2.548472,2.6047,1.329899,2.505177,3.909004,2.163409,2.087956,2.111099,3.335974,2.317256,113536.35263082944
814,2021-05-28,2.558165,2.6111,1.333149,2.48885,3.918741,2.163609,2.081495,2.120727,3.336721,2.298299,114297.39048743062
815,2021-05-27,2.557148,2.5767,1.334466,2.478785,3.923339,2.15902,2.085326,2.121576,3.333732,2.300189,114569.12669116165
816,2021-05-26,2.561271,2.612,1.329526,2.476031,3.911435,2.157076,2.11417,2.130964,3.318005,2.276558,113733.69795022998
817,2021-05-25,2.564805,2.6086,1.330485,2.473757,3.878241,2.159452,2.136411,2.127804,3.340942,2.294964,113269.13200434297
818,2021-05-21,2.572035,2.5403,1.324325,2.486701,3.883483,2.160961,2.12405,2.104532,3.328096,2.315619,112978.48006421234
819,2021-05-20,2.592895,2.5803,1.312375,2.49928,3.89422,2.161415,2.115198,2.107124,3.351945,2.348015,114057.54944791272
820,2021-05-19,2.601818,2.578,1.330742,2.5036,3.868257,2.161669,2.141302,2.094459,3.348886,2.327495,112338.54659432545
821,2021-05-18,2.60787,2.5513,1.336403,2.515876,3.884197,2.176937,2.160174,2.076414,3.343848,2.317951,113492.18556176499
822,2021-05-17,2.603582,2.5246,1.351986,2.51052,3.929422,2.177159,2.181187,2.087261,3.331934,2.35032,115809.52727299929
823,2021-05-14,2.584694,2.4733,1.335254,2.504344,3.976008,2.179991,2.181359,2.088553,3.310044,2.376924,117329.3365467377
824,2021-05-13,2.605979,2.4864,1.335659,2.504784,3.950772,2.176158,2.177779,2.120454,3.322423,2.402477,115781.10743632726
825,2021-05-12,2.618779,2.498,1.337263,2.524017,3.911717,2.175904,2.173432,2.088464,3.351644,2.391379,114066.55687780399
826,2021-05-11,2.596945,2.4718,1.358162,2.514886,3.977074,2.17598,2.183593,2.071357,3.358099,2.39695,116283.7858017534
827,2021-05-10,2.586421,2.4896,1.360844,2.522922,4.006594,2.175858,2.188028,2.119612,3.345463,2.382857,117129.68397369608
828,2021-05-07,2.564129,2.4717,1.34997,2.4921,4.050974,2.182391,2.188463,2.130101,3.361555,2.394933,119443.55947086122
829,2021-05-06,2.567335,2.4603,1.354076,2.484523,4.033438,2.182375,2.189767,2.182155,3.319019,2.379552,119328.6654184917
830,2021-05-05,2.567549,2.405,1.331334,2.483418,4.034052,2.182966,2.195035,2.14821,3.312845,2.395977,118757.97786565963
831,2021-05-04,2.564903,2.4097,1.352856,2.467945,4.014692,2.18308,2.203655,2.17982,3.32743,2.402821,118058.93613930792
832,2021-05-03,2.559594,2.437,1.343282,2.470787,4.030077,2.183154,2.192838,2.141872,3.316234,2.412857,119260.40973105002
833,2021-04-30,2.559296,2.4303,1.352661,2.454365,3.987911,2.18195,2.191366,2.186469,3.302501,2.415993,118130.25093255937
834,2021-04-29,2.559011,2.4153,1.360274,2.462453,4.028823,2.185802,2.195809,2.191667,3.311803,2.411711,119418.28586118668
835,2021-04-28,2.553824,2.4132,1.361143,2.462363,4.03402,2.187931,2.171034,2.235792,3.302847,2.403316,119239.66001770925
836,2021-04-27,2.55064,2.3818,1.366384,2.452431,4.043404,2.185894,2.196074,2.287148,3.338022,2.400988,119727.42456252873
837,2021-04-26,2.552403,2.3877,1.362577,2.45363,4.04325,2.187438,2.21318,2.337603,3.331262,2.362095,119701.47340208665
838,2021-04-23,2.553473,2.3798,1.362608,2.439614,4.037272,2.186827,2.193296,2.334903,3.337694,2.398457,120241.36628834996
839,2021-04-22,2.561643,2.3726,1.348549,2.447488,4.013769,2.189592,2.16362,2.311257,3.329824,2.41079,118226.66680263262
840,2021-04-21,2.548964,2.3604,1.333551,2.43524,4.028807,2.186403,2.17964,2.286348,3.355432,2.389418,118988.27313932776
841,2021-04-20,2.560393,2.3953,1.357575,2.451444,3.96998,2.18739,2.165047,2.234588,3.32487,2.375372,117764.84640475363
842,2021-04-19,2.551706,2.3771,1.360336,2.455047,4.026553,2.188609,2.173295,2.181335,3.323751,2.384526,119298.6420946857
843,2021-04-16,2.550096,2.3648,1.341832,2.458458,4.053931,2.188811,2.16078,2.231133,3.311117,2.36952,119316.64454358537
844,2021-04-15,2.550654,2.3853,1.337539,2.456216,4.017951,2.188349,2.159416,2.279086,3.304897,2.383328,118552.31628627516
845,2021-04-14,2.556904,2.4093,1.333606,2.457187,3.991186,2.187951,2.162692,2.228931,3.308716,2.37523,117873.79597267136
846,2021-04-13,2.54948,2.44,1.327774,2.440518,4.006292,2.187073,2.153421,2.239477,3.308169,2.375742,117946.23739967123
847,2021-04-12,2.556338,2.464,1.338027,2.438432,3.98717,2.186157,2.144755,2.23547,3.32711,2.391524,117833.2557435371
848,2021-04-09,2.550585,2.4749,1.337646,2.433617,4.009141,2.187221,2.148153,2.217364,3.343416,2.382634,117974.74561150372
849,2021-04-08,2.556136,2.4727,1.338047,2.441756,3.994744,2.188096,2.139324,2.251395,3.356692,2.375046,117738.78101022914
850,2021-04-07,2.560577,2.4685,1.345039,2.449944,3.995112,2.188461,2.132123,2.256234,3.376158,2.368957,117671.08643634338
851,2021-04-06,2.558174,2.4718,1.33985,2.449249,4.023652,2.189206,2.11871,2.250213,3.385732,2.361839,118046.26892955415
852,2021-04-01,2.56411,2.4982,1.337357,2.446705,4.020355,2.190206,2.112315,2.309697,3.373916,2.368296,117848.30779891461
853,2021-03-31,2.56613,2.4902,1.337619,2.439105,3.989374,2.190508,2.130098,2.343782,3.380036,2.357774,117071.51927947998
854,2021-03-30,2.577988,2.4691,1.323898,2.454728,3.981939,2.190436,2.131345,2.33803,3.409894,2.357489,115893.11152267456
855,2021-03-29,2.581173,2.4658,1.323735,2.450506,3.97621,2.190258,2.130037,2.293385,3.40159,2.3668,115984.34467858449
856,2021-03-26,2.566964,2.473,1.314328,2.44137,3.989465,2.190594,2.141321,2.218452,3.380528,2.380955,116760.43736109696
857,2021-03-25,2.565761,2.4316,1.31646,2.428692,3.938645,2.190648,2.153299,2.271667,3.389825,2.3785,114681.9987348672
858,2021-03-24,2.57119,2.4474,1.318825,2.441443,3.921525,2.191522,2.161078,2.218578,3.431938,2.376952,114134.69377798866
859,2021-03-23,2.561865,2.4592,1.321743,2.437646,3.936559,2.193996,2.142557,2.220131,3.410044,2.392225,113921.1119102966
860,2021-03-22,2.557763,2.4848,1.326298,2.448237,3.974379,2.188645,2.128021,2.253983,3.418565,2.389321,115890.75686330348
861,2021-03-19,2.558834,2.4307,1.333923,2.467912,3.980641,2.18992,2.128131,2.288382,3.363713,2.368267,114791.82298419811
862,2021-03-18,2.562144,2.4737,1.326789,2.478619,3.968043,2.192197,2.117944,2.255217,3.36991,2.361573,113780.37406768929
863,2021-03-17,2.551759,2.4454,1.32684,2.464868,4.011338,2.190649,2.103803,2.236015,3.400757,2.355677,116528.14813813102
864,2021-03-16,2.556661,2.4481,1.319413,2.466482,3.992203,2.190301,2.100511,2.28539,3.313418,2.342135,115805.49528521206
865,2021-03-12,2.546503,2.4371,1.322187,2.447095,3.968115,2.188675,2.051276,2.28855,3.346836,2.329244,114091.99076881912
866,2021-03-11,2.538539,2.4224,1.318304,2.439035,3.942918,2.189498,2.051559,2.311049,3.351084,2.299919,114979.15578850172
867,2021-03-10,2.540818,2.4369,1.307359,2.443782,3.943964,2.187619,2.06787,2.311443,3.359117,2.262772,114057.625610888
868,2021-03-09,2.543621,2.417,1.304709,2.439929,3.91603,2.184869,2.084269,2.238274,3.377346,2.269606,114080.72483323514
869,2021-03-08,2.54395,2.3978,1.272108,2.440762,3.894972,2.183036,2.026367,2.225434,3.38641,2.30062,111535.12705789879
870,2021-03-05,2.536722,2.4373,1.276442,2.425012,3.874338,2.177055,2.023722,2.173928,3.405492,2.298065,111134.18861682806
871,2021-03-04,2.536478,2.4821,1.275771,2.428019,3.782832,2.178725,2.054112,2.158235,3.375385,2.227766,108145.5519173434
872,2021-03-03,2.524793,2.4979,1.275213,2.414374,3.787104,2.181529,2.029214,2.131633,3.432881,2.238099,109192.44420801662
873,2021-03-02,2.51932,2.4418,1.271472,2.393065,3.844516,2.186652,2.032067,2.149175,3.451777,2.269176,110880.45021621231
874,2021-03-01,2.495774,2.4509,1.245621,2.366128,3.836597,2.1863,2.051712,2.185198,3.455144,2.260092,110898.92499602586
875,2021-02-26,2.493571,2.4083,1.257452,2.361608,3.721935,2.185513,2.060467,2.202973,3.431139,2.265981,107422.91960525513
876,2021-02-25,2.491756,2.3908,1.260737,2.384758,3.723891,2.184868,2.081758,2.155645,3.406146,2.271581,107283.33615796454
877,2021-02-24,2.481241,2.4198,1.256516,2.354513,3.792719,2.192783,2.075023,2.126116,3.38595,2.276244,109804.5112409871
878,2021-02-23,2.488032,2.4582,1.257893,2.356429,3.77557,2.19577,2.063644,2.170432,3.346951,2.288542,108594.10416796058
879,2021-02-22,2.483558,2.4564,1.26041,2.35326,3.78369,2.195954,2.063043,2.152336,3.386507,2.274711,108675.77616716735
880,2021-02-19,2.472792,2.4783,1.251677,2.346387,3.785393,2.190741,2.049969,2.18224,3.397974,2.28564,109892.59088447224
881,2021-02-18,2.471134,2.5015,1.258432,2.334725,3.79778,2.192069,2.042979,2.228197,3.432451,2.280568,110411.59895577468
882,2021-02-17,2.478398,2.444,1.261929,2.34168,3.820264,2.194219,2.050053,2.212552,3.423778,2.254523,110604.88953916356
883,2021-02-16,2.479943,2.42,1.269075,2.350852,3.793494,2.20044,2.065795,2.282026,3.427968,2.25721,109888.54899466317
885,2021-02-12,2.467059,2.449,1.243415,2.304247,3.804059,2.199535,2.041596,2.366212,3.468948,2.270612,110042.02103707008
886,2021-02-11,2.462035,2.4799,1.241522,2.299713,3.758683,2.195546,2.009809,2.364452,3.479758,2.251481,109263.41177013796
887,2021-02-10,2.45848,2.4655,1.248363,2.298154,3.763628,2.195275,2.002177,2.352475,3.510892,2.234851,109617.46742597967
888,2021-02-09,2.458628,2.4556,1.248811,2.29484,3.777603,2.198865,1.977871,2.338505,3.51509,2.214829,110318.08086583391
889,2021-02-08,2.470877,2.4644,1.241232,2.301862,3.79241,2.197169,1.944416,2.3803,3.532676,2.199408,109797.69126966596
890,2021-02-05,2.458887,2.4568,1.235968,2.283882,3.76037,2.188848,1.995692,2.407059,3.533026,2.173879,109530.06310767494
891,2021-02-04,2.446675,2.4593,1.22779,2.265995,3.730919,2.186724,1.995648,2.386123,3.547448,2.154041,108293.0626866594
892,2021-02-03,2.456113,2.4392,1.219545,2.284084,3.700781,2.176894,2.026386,2.373625,3.556407,2.210274,107194.02889059205
893,2021-02-02,2.453422,2.4282,1.206979,2.270452,3.673795,2.175122,2.01413,2.362769,3.573587,2.196203,106941.15299629048
894,2021-02-01,2.45405,2.4296,1.198585,2.27437,3.640556,2.169942,2.004849,2.34867,3.592825,2.222192,105292.73170539178
895,2021-01-29,2.448805,2.4063,1.226176,2.276012,3.605086,2.166332,2.004293,2.325212,3.62443,2.208508,104061.23118974268
896,2021-01-28,2.452416,2.4315,1.219817,2.274331,3.690061,2.170623,2.012383,2.31333,3.667392,2.200094,106859.37905919924
897,2021-01-27,2.435548,2.4143,1.231305,2.270532,3.654991,2.178763,1.980131,2.34268,3.661514,2.21768,105164.18270874023
898,2021-01-26,2.453841,2.4387,1.216725,2.287333,3.717974,2.174033,1.980271,2.320206,3.647025,2.217499,107375.64925060514
899,2021-01-25,2.452972,2.4692,1.228323,2.285141,3.704931,2.177415,1.983612,2.374054,3.63783,2.208578,107243.90753131639
900,2021-01-22,2.464264,2.4625,1.234001,2.298578,3.689712,2.18194,1.985045,2.387001,3.635229,2.216024,106662.49351403676
901,2021-01-21,2.484048,2.4871,1.236171,2.320472,3.719067,2.189129,1.996308,2.390983,3.646567,2.198341,107611.13301116973
902,2021-01-20,2.485954,2.4921,1.234022,2.324132,3.726668,2.189044,1.975505,2.394072,3.633239,2.215675,107524.06094312947
903,2021-01-19,2.473271,2.4629,1.239381,2.329564,3.716804,2.181693,1.995436,2.380823,3.638378,2.208586,107082.11821869947
905,2021-01-15,2.46881,2.4857,1.248456,2.321933,3.685873,2.182198,1.97328,2.380774,3.694646,2.214561,105572.94998406619
906,2021-01-14,2.479409,2.467,1.239757,2.33949,3.718749,2.185177,1.934368,2.364612,3.683938,2.209324,106575.13547898084
907,2021-01-13,2.479955,2.4916,1.241433,2.329031,3.703287,2.183721,1.941626,2.386029,3.684016,2.174345,106054.03669495136
908,2021-01-12,2.480333,2.4751,1.243145,2.340635,3.723073,2.182085,1.944979,2.378834,3.695131,2.145613,106901.85768548772
909,2021-01-11,2.479908,2.4466,1.248272,2.333448,3.714078,2.182737,1.976995,2.383343,3.675772,2.164602,106138.86016328819
910,2021-01-08,2.490422,2.406,1.233147,2.324038,3.70973,2.184561,1.974383,2.396448,3.706197,2.15083,106095.24297628552
911,2021-01-07,2.513322,2.3752,1.230646,2.319674,3.649473,2.187006,1.980756,2.398631,3.700704,2.195825,104683.02364578936
912,2021-01-06,2.527777,2.3702,1.222348,2.31089,3.601389,2.185755,1.97861,2.391709,3.716603,2.189644,103557.02423265018
913,2021-01-05,2.542089,2.3532,1.224829,2.321204,3.627658,2.176747,1.947443,2.335391,3.709565,2.186701,104013.16021107882
914,2021-01-04,2.549554,2.3532,1.235018,2.31567,3.594772,2.178504,1.949462,2.305943,3.717596,2.18234,103620.6751009738
915,2020-12-31,2.532492,2.3348,1.237885,2.283736,3.648778,2.178831,1.930369,2.280581,3.759618,2.160351,105226.75803742278
916,2020-12-30,2.532147,2.3227,1.237991,2.286757,3.646372,2.17894,1.928405,2.304923,3.728176,2.146609,105154.47725538071
917,2020-12-29,2.523594,2.3032,1.235716,2.277374,3.637011,2.180412,1.919473,2.29537,3.732248,2.144051,105040.6758275684
918,2020-12-28,2.525835,2.2942,1.221169,2.273471,3.630057,2.180078,1.918636,2.293011,3.735925,2.131266,104947.49347249977
919,2020-12-23,2.515851,2.261,1.205752,2.25666,3.600392,2.176313,1.922439,2.305908,3.73711,2.134495,103749.58386241458
920,2020-12-22,2.50954,2.3176,1.190012,2.233782,3.571515,2.169231,1.894531,2.305179,3.728974,2.125019,102748.8396320818
921,2020-12-21,2.504349,2.3398,1.209358,2.22422,3.574724,2.168068,1.902186,2.29596,3.735268,2.115362,102312.14419868309
922,2020-12-18,2.513312,2.3314,1.207483,2.250273,3.555191,2.179575,1.90208,2.252636,3.693266,2.096079,101652.8537774831
923,2020-12-17,2.515446,2.3289,1.202309,2.247963,3.556206,2.183348,1.924162,2.216317,3.678833,2.101826,102588.83039376698
924,2020-12-16,2.510638,2.3315,1.192278,2.247119,3.545054,2.175531,1.950968,2.184179,3.689812,2.119085,102617.49541606754
925,2020-12-15,2.496887,2.295,1.184337,2.229431,3.53806,2.174083,1.950368,2.158523,3.708715,2.129957,101935.4670787789
926,2020-12-14,2.493214,2.2886,1.181222,2.22293,3.493907,2.170952,1.944388,2.15604,3.706526,2.160058,100784.56323420629
927,2020-12-11,2.488925,2.2664,1.198327,2.211195,3.518577,2.169458,1.916786,2.098831,3.723264,2.154037,101031.53167431243
928,2020-12-10,2.477602,2.2097,1.207548,2.218492,3.544511,2.172591,1.934269,2.105427,3.712703,2.141126,102286.23855918366
929,2020-12-09,2.495479,2.1834,1.214894,2.232064,3.560955,2.174073,1.917187,2.105427,3.712703,2.135638,102809.26275195088
930,2020-12-08,2.495408,2.1844,1.213746,2.220736,3.596833,2.185323,1.92176,2.102554,3.701677,2.12725,104162.23973618075
931,2020-12-07,2.490651,2.1599,1.212813,2.219303,3.587999,2.183357,1.943979,2.108478,3.726117,2.1382,103297.97546513379
932,2020-12-04,2.47858,2.1826,1.206816,2.207735,3.563422,2.1828,1.941828,2.164558,3.698721,2.136094,102863.76990889758
933,2020-12-03,2.467828,2.1596,1.203583,2.187015,3.549316,2.181869,1.943693,2.111719,3.697908,2.167112,102968.15683177672
934,2020-12-02,2.464272,2.1615,1.20672,2.180066,3.53989,2.181989,1.941002,2.091712,3.692637,2.160198,102435.9183643423
935,2020-12-01,2.460909,2.1837,1.204996,2.173278,3.554753,2.183295,1.916948,2.063404,3.692758,2.158551,104144.95700349659
936,2020-11-30,2.451713,2.1721,1.219062,2.156758,3.535965,2.182121,1.906221,2.081454,3.692461,2.161034,103439.70810965449
937,2020-11-27,2.45437,2.1715,1.214328,2.176876,3.598806,2.18481,1.909768,2.114398,3.70103,2.128119,104175.40609825775
939,2020-11-25,2.442635,2.1313,1.213634,2.174161,3.589471,2.183407,1.928971,2.184092,3.720124,2.138969,104016.18455321807
940,2020-11-24,2.444463,2.1263,1.196107,2.172044,3.598816,2.183002,1.922394,2.160848,3.723009,2.129439,104613.04665855132
941,2020-11-23,2.455686,2.125,1.193811,2.172281,3.546712,2.180265,1.899252,2.162168,3.715284,2.142016,102402.91425769124
942,2020-11-20,2.452407,2.1371,1.194872,2.161504,3.527019,2.182208,1.871707,2.13887,3.725634,2.130813,101683.455082478
943,2020-11-19,2.446878,2.0879,1.203654,2.152157,3.557286,2.184532,1.89515,2.111924,3.747493,2.092941,102904.36205266044
944,2020-11-18,2.451347,2.0892,1.199324,2.162624,3.531646,2.186765,1.869592,2.054906,3.748434,2.077319,102708.985531779
945,2020-11-17,2.430598,2.0859,1.189095,2.145909,3.558777,2.185867,1.889119,2.049547,3.74515,2.097273,103349.14729310293
946,2020-11-16,2.429822,2.1061,1.171221,2.145794,3.543448,2.182964,1.87094,2.007878,3.749549,2.09649,103678.07100259513
947,2020-11-13,2.408432,2.1214,1.168095,2.10588,3.475797,2.177906,1.880335,2.031234,3.729542,2.092371,101843.99874321185
948,2020-11-12,2.409392,2.0802,1.180088,2.102646,3.437117,2.177055,1.882325,2.022862,3.70284,2.06306,100797.6266015321
949,2020-11-11,2.406757,2.0291,1.185258,2.101469,3.478003,2.177386,1.832595,1.974085,3.702832,2.076986,101643.21575042419
950,2020-11-10,2.407678,1.9591,1.171019,2.095562,3.485511,2.183039,1.827703,1.961812,3.695024,2.077226,101666.12569613103
951,2020-11-09,2.407269,1.9518,1.109411,2.061175,3.425719,2.178187,1.809438,1.981066,3.66887,2.017671,101088.91415958758
952,2020-11-06,2.388573,1.9264,1.116757,1.999665,3.378725,2.192259,1.839634,1.922317,3.67132,2.008887,100518.82416827232
953,2020-11-05,2.381378,1.874,1.110721,2.005376,3.404633,2.193357,1.812894,1.910955,3.667055,1.986651,102448.87578624766
954,2020-11-04,2.371755,1.8272,1.090379,1.99938,3.408843,2.19149,1.856519,1.936314,3.694004,2.007493,100318.36394499801
955,2020-11-03,2.372196,1.7812,1.076359,2.010627,3.346554,2.192224,1.854949,1.960429,3.668835,1.976836,100048.58379308134
956,2020-11-02,2.363242,1.7693,1.05975,1.997312,3.328653,2.196399,1.876174,1.88111,3.669902,2.0224,98328.41712448373
957,2020-10-30,2.363561,1.7718,1.062532,1.988817,3.288776,2.196039,1.86486,1.888656,3.705951,2.02552,97209.15753209498
958,2020-10-29,2.363746,1.8221,1.058506,1.975424,3.308204,2.199115,1.870013,1.88831,3.727327,2.049477,97906.8255260028
959,2020-10-28,2.36877,1.8218,1.085946,1.98718,3.266319,2.199855,1.880352,1.8554,3.755823,2.04125,95773.18277332932
960,2020-10-27,2.376507,1.8587,1.097358,1.99874,3.33225,2.18436,1.916055,1.892853,3.744365,2.062833,98861.19139222428
961,2020-10-26,2.377389,1.8609,1.11801,2.006127,3.349631,2.18357,1.914183,1.856045,3.719902,2.067057,98893.52825165167
962,2020-10-22,2.386791,1.8614,1.119219,2.014552,3.380951,2.184347,1.917538,1.873326,3.66768,2.092665,100000.32287657633
963,2020-10-21,2.393146,1.8549,1.136809,2.023361,3.36511,2.186248,1.918329,1.872588,3.671327,2.090943,99493.68670107331
964,2020-10-20,2.391983,1.8353,1.140702,2.019927,3.402169,2.185771,1.896668,1.91053,3.614147,2.097959,100719.17197567504
